ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,night_hours,night_hours_lower,night_hours_upper,weekly,weekly_lower,weekly_upper,work_hours,work_hours_lower,work_hours_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-11-25 22:00:00,1.87,4.46,4.74,0.93,2.95,2.5,1.61,3.37,1.95,0.56,3.97,0.0,0.0,0.0,-0.55,-1.27,0.93,0.0,0.0,0.0,0.0,0.0,0.0,5.51
2025-11-25 22:30:00,1.85,4.43,4.7,0.93,2.94,2.49,1.59,3.36,1.95,0.54,3.95,0.0,0.0,0.0,-0.54,-1.26,0.96,0.0,0.0,0.0,0.0,0.0,0.0,5.47
2025-11-25 23:00:00,1.84,4.38,4.66,0.92,2.93,2.46,1.57,3.31,1.94,0.53,3.92,0.0,0.0,0.0,-0.53,-1.25,0.97,0.0,0.0,0.0,0.0,0.0,0.0,5.41
2025-11-25 23:30:00,1.83,4.35,4.64,0.92,2.91,2.45,1.6,3.29,1.94,0.55,3.94,0.0,0.0,0.0,-0.52,-1.25,0.97,0.0,0.0,0.0,0.0,0.0,0.0,5.38
2025-11-26 00:00:00,1.82,4.42,4.71,0.91,2.9,2.49,1.66,3.32,2.0,0.58,4.05,0.02,-0.14,0.16,-0.5,-1.24,0.97,0.0,0.0,0.0,0.0,0.0,0.0,5.46
2025-11-26 00:30:00,1.81,4.43,4.71,0.91,2.89,2.61,1.73,3.44,2.02,0.59,4.07,-0.09,-0.41,0.19,-0.49,-1.22,0.97,0.0,0.0,0.0,0.0,0.0,0.0,5.46
2025-11-26 01:00:00,1.8,4.38,4.65,0.91,2.87,2.83,1.82,3.7,2.01,0.57,4.03,-0.34,-0.88,0.17,-0.48,-1.21,0.97,0.0,0.0,0.0,0.0,0.0,0.0,5.41
2025-11-26 01:30:00,1.79,4.33,4.6,0.9,2.85,3.14,1.91,4.21,1.99,0.56,3.98,-0.68,-1.49,0.07,-0.47,-1.2,0.98,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2025-11-26 02:00:00,1.77,4.31,4.57,0.9,2.83,3.51,2.0,4.79,1.99,0.56,3.97,-1.06,-2.13,-0.06,-0.46,-1.2,0.98,0.0,0.0,0.0,0.0,0.0,0.0,5.31
2025-11-26 02:30:00,1.76,4.3,4.57,0.89,2.81,3.85,2.09,5.31,2.01,0.57,4.0,-1.4,-2.7,-0.19,-0.44,-1.19,1.01,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2025-11-26 03:00:00,1.75,4.32,4.59,0.89,2.8,4.11,2.13,5.7,2.03,0.59,4.02,-1.65,-3.05,-0.24,-0.43,-1.17,1.04,0.0,0.0,0.0,0.0,0.0,0.0,5.32
2025-11-26 03:30:00,1.74,4.33,4.6,0.89,2.78,4.22,2.16,5.79,2.06,0.6,4.04,-1.75,-3.17,-0.28,-0.41,-1.16,1.07,0.0,0.0,0.0,0.0,0.0,0.0,5.32
2025-11-26 04:00:00,1.73,4.3,4.57,0.89,2.76,4.14,2.12,5.69,2.06,0.6,4.03,-1.67,-3.02,-0.3,-0.4,-1.15,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2025-11-26 04:30:00,1.72,4.27,4.54,0.88,2.75,3.88,2.02,5.34,2.06,0.59,4.01,-1.44,-2.61,-0.21,-0.39,-1.14,1.13,0.0,0.0,0.0,0.0,0.0,0.0,5.26
2025-11-26 05:00:00,1.71,4.22,4.49,0.88,2.74,3.5,1.91,4.76,2.05,0.59,3.98,-1.08,-1.99,-0.1,-0.37,-1.12,1.15,0.0,0.0,0.0,0.0,0.0,0.0,5.21
2025-11-26 05:30:00,1.7,4.21,4.48,0.87,2.72,3.08,1.81,4.23,2.05,0.59,3.97,-0.67,-1.31,0.03,-0.35,-1.1,1.15,0.0,0.0,0.0,0.0,0.0,0.0,5.19
2025-11-26 06:00:00,1.69,4.23,4.51,0.86,2.7,2.72,1.72,3.78,2.08,0.61,4.02,-0.3,-0.67,0.11,-0.34,-1.08,1.14,0.0,0.0,0.0,0.0,0.0,0.0,5.2
2025-11-26 06:30:00,1.68,4.26,4.54,0.87,2.68,2.49,1.61,3.44,2.12,0.62,4.06,-0.04,-0.21,0.14,-0.32,-1.06,1.13,0.0,0.0,0.0,0.0,0.0,0.0,5.24
2025-11-26 07:00:00,1.67,4.2,4.51,0.87,2.67,2.41,1.53,3.32,2.1,0.63,4.08,0.0,0.0,0.0,-0.31,-1.04,1.12,0.0,0.0,0.0,0.0,0.0,0.0,5.18
2025-11-26 07:30:00,1.66,4.3,4.59,0.87,2.65,2.45,1.55,3.36,2.16,0.65,4.06,0.0,0.0,0.0,-0.29,-1.03,1.11,0.0,0.0,0.0,0.0,0.0,0.0,5.26
2025-11-26 08:00:00,1.66,4.41,4.69,0.87,2.63,2.52,1.61,3.42,2.24,0.73,4.19,0.0,0.0,0.0,-0.27,-1.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5.37
2025-11-26 08:30:00,1.65,4.32,4.62,0.87,2.62,2.46,1.57,3.37,2.21,0.72,4.15,0.0,0.0,0.0,-0.25,-0.99,1.11,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2025-11-26 09:00:00,1.64,4.4,4.69,0.87,2.6,2.13,1.32,2.94,2.27,0.75,4.2,0.0,0.0,0.0,-0.24,-0.96,1.11,0.38,0.23,0.54,0.0,0.0,0.0,5.36
2025-11-26 09:30:00,1.63,4.51,4.8,0.87,2.59,1.38,0.76,2.04,2.35,0.8,4.34,0.0,0.0,0.0,-0.22,-0.95,1.1,1.19,0.81,1.57,0.0,0.0,0.0,5.48
2025-11-26 10:00:00,1.63,4.48,4.74,0.87,2.57,0.14,-0.32,0.66,2.32,0.79,4.27,0.0,0.0,0.0,-0.2,-0.92,1.1,2.38,1.69,3.13,0.0,0.0,0.0,5.41
2025-11-26 10:30:00,1.62,4.42,4.68,0.88,2.56,-1.56,-2.3,-0.94,2.28,0.78,4.18,0.0,0.0,0.0,-0.18,-0.9,1.1,4.02,2.83,5.3,0.0,0.0,0.0,5.32
2025-11-26 11:00:00,1.62,4.4,4.68,0.88,2.54,-3.62,-4.9,-2.43,2.27,0.78,4.15,0.0,0.0,0.0,-0.16,-0.89,1.1,6.05,4.17,7.98,0.0,0.0,0.0,5.29
2025-11-26 11:30:00,1.61,4.46,4.74,0.89,2.52,-5.82,-7.82,-3.88,2.31,0.81,4.18,0.0,0.0,0.0,-0.14,-0.87,1.11,8.28,5.61,10.83,0.0,0.0,0.0,5.34
2025-11-26 12:00:00,1.61,4.52,4.8,0.89,2.51,-7.91,-10.44,-5.21,2.37,0.85,4.23,0.0,0.0,0.0,-0.13,-0.85,1.11,10.41,6.93,13.67,0.0,0.0,0.0,5.41
2025-11-26 12:30:00,1.6,4.6,4.87,0.9,2.49,-9.63,-12.66,-6.35,2.43,0.89,4.27,0.0,0.0,0.0,-0.11,-0.84,1.12,12.16,8.08,16.07,0.0,0.0,0.0,5.48
2025-11-26 13:00:00,1.59,4.63,4.9,0.91,2.47,-10.74,-14.23,-7.0,2.45,0.92,4.25,0.0,0.0,0.0,-0.09,-0.82,1.1,13.28,8.79,17.71,0.0,0.0,0.0,5.5
2025-11-26 13:30:00,1.59,4.64,4.9,0.91,2.46,-11.1,-14.9,-7.19,2.46,0.94,4.22,0.0,0.0,0.0,-0.07,-0.81,1.1,13.63,8.97,18.34,0.0,0.0,0.0,5.49
2025-11-26 14:00:00,1.58,4.62,4.89,0.91,2.45,-10.67,-14.47,-6.9,2.46,0.95,4.2,0.0,0.0,0.0,-0.05,-0.79,1.11,13.18,8.57,17.92,0.0,0.0,0.0,5.46
2025-11-26 14:30:00,1.57,4.61,4.88,0.91,2.43,-9.51,-13.15,-6.18,2.47,0.95,4.2,0.0,0.0,0.0,-0.03,-0.77,1.1,12.01,7.79,16.47,0.0,0.0,0.0,5.46
2025-11-26 15:00:00,1.56,4.65,4.92,0.92,2.42,-7.81,-10.89,-5.02,2.5,0.96,4.23,0.0,0.0,0.0,-0.01,-0.76,1.12,10.32,6.69,14.16,0.0,0.0,0.0,5.48
2025-11-26 15:30:00,1.56,4.67,4.96,0.92,2.41,-5.79,-8.11,-3.64,2.55,0.99,4.27,0.0,0.0,0.0,0.01,-0.74,1.12,8.33,5.27,11.45,0.0,0.0,0.0,5.52
2025-11-26 16:00:00,1.55,4.72,4.99,0.93,2.39,-3.71,-5.4,-2.22,2.59,1.03,4.29,0.0,0.0,0.0,0.03,-0.72,1.11,6.27,3.88,8.61,0.0,0.0,0.0,5.55
2025-11-26 16:30:00,1.54,4.75,5.02,0.92,2.37,-1.79,-2.91,-0.91,2.62,1.06,4.29,0.0,0.0,0.0,0.05,-0.71,1.12,4.36,2.59,6.08,0.0,0.0,0.0,5.58
2025-11-26 17:00:00,1.53,4.75,5.02,0.92,2.36,-0.19,-0.77,0.23,2.65,1.08,4.32,0.0,0.0,0.0,0.07,-0.69,1.15,2.76,1.58,3.97,0.0,0.0,0.0,5.58
2025-11-26 17:30:00,1.52,4.75,5.03,0.92,2.35,1.01,0.7,1.4,2.66,1.09,4.32,0.0,0.0,0.0,0.09,-0.68,1.15,1.56,0.85,2.33,0.0,0.0,0.0,5.58
2025-11-26 18:00:00,1.51,4.74,5.0,0.92,2.33,1.8,1.27,2.4,2.67,1.08,4.33,0.0,0.0,0.0,0.11,-0.67,1.17,0.75,0.37,1.19,0.0,0.0,0.0,5.55
2025-11-26 18:30:00,1.51,4.66,4.93,0.91,2.32,2.25,1.51,3.0,2.63,1.07,4.24,0.0,0.0,0.0,0.13,-0.65,1.19,0.25,0.1,0.42,0.0,0.0,0.0,5.47
2025-11-26 19:00:00,1.5,4.59,4.86,0.91,2.3,2.44,1.59,3.28,2.6,1.06,4.16,0.0,0.0,0.0,0.15,-0.64,1.2,0.0,0.0,0.0,0.0,0.0,0.0,5.38
2025-11-26 19:30:00,1.49,4.65,4.92,0.9,2.28,2.49,1.61,3.35,2.67,1.08,4.32,0.0,0.0,0.0,0.17,-0.62,1.18,0.0,0.0,0.0,0.0,0.0,0.0,5.46
2025-11-26 20:00:00,1.48,4.64,4.92,0.9,2.26,2.49,1.61,3.35,2.68,1.09,4.32,0.0,0.0,0.0,0.19,-0.61,1.17,0.0,0.0,0.0,0.0,0.0,0.0,5.44
2025-11-26 20:30:00,1.47,4.62,4.89,0.89,2.26,2.47,1.6,3.33,2.69,1.1,4.32,0.0,0.0,0.0,0.21,-0.59,1.18,0.0,0.0,0.0,0.0,0.0,0.0,5.42
2025-11-26 21:00:00,1.46,4.62,4.89,0.89,2.25,2.48,1.61,3.34,2.71,1.12,4.34,0.0,0.0,0.0,0.23,-0.58,1.2,0.0,0.0,0.0,0.0,0.0,0.0,5.42
2025-11-26 21:30:00,1.45,4.64,4.91,0.88,2.24,2.49,1.61,3.36,2.74,1.14,4.39,0.0,0.0,0.0,0.25,-0.57,1.22,0.0,0.0,0.0,0.0,0.0,0.0,5.43
2025-11-26 22:00:00,1.44,4.66,4.91,0.88,2.23,2.5,1.61,3.37,2.77,1.15,4.44,0.0,0.0,0.0,0.27,-0.55,1.26,0.0,0.0,0.0,0.0,0.0,0.0,5.44
2025-11-26 22:30:00,1.43,4.63,4.89,0.87,2.22,2.49,1.59,3.36,2.77,1.15,4.48,0.0,0.0,0.0,0.29,-0.54,1.3,0.0,0.0,0.0,0.0,0.0,0.0,5.42
2025-11-26 23:00:00,1.43,4.6,4.87,0.86,2.21,2.46,1.57,3.31,2.77,1.16,4.49,0.0,0.0,0.0,0.31,-0.53,1.34,0.0,0.0,0.0,0.0,0.0,0.0,5.38
2025-11-26 23:30:00,1.42,4.57,4.86,0.86,2.2,2.45,1.6,3.29,2.78,1.19,4.47,0.0,0.0,0.0,0.33,-0.51,1.37,0.0,0.0,0.0,0.0,0.0,0.0,5.36
2025-11-27 00:00:00,1.41,4.63,4.91,0.85,2.19,2.49,1.66,3.32,2.85,1.21,4.57,0.02,-0.14,0.16,0.35,-0.5,1.37,0.0,0.0,0.0,0.0,0.0,0.0,5.43
2025-11-27 00:30:00,1.4,4.64,4.91,0.84,2.17,2.61,1.73,3.44,2.88,1.22,4.65,-0.09,-0.41,0.19,0.36,-0.48,1.42,0.0,0.0,0.0,0.0,0.0,0.0,5.43
2025-11-27 01:00:00,1.39,4.61,4.87,0.83,2.15,2.83,1.82,3.7,2.87,1.22,4.67,-0.34,-0.88,0.17,0.38,-0.47,1.43,0.0,0.0,0.0,0.0,0.0,0.0,5.39
2025-11-27 01:30:00,1.39,4.57,4.84,0.83,2.13,3.14,1.91,4.21,2.86,1.22,4.66,-0.68,-1.49,0.07,0.4,-0.45,1.44,0.0,0.0,0.0,0.0,0.0,0.0,5.35
2025-11-27 02:00:00,1.38,4.56,4.82,0.83,2.11,3.51,2.0,4.79,2.86,1.23,4.67,-1.06,-2.13,-0.06,0.42,-0.44,1.45,0.0,0.0,0.0,0.0,0.0,0.0,5.33
2025-11-27 02:30:00,1.37,4.55,4.81,0.82,2.08,3.85,2.09,5.31,2.88,1.25,4.69,-1.4,-2.7,-0.19,0.43,-0.43,1.48,0.0,0.0,0.0,0.0,0.0,0.0,5.33
2025-11-27 03:00:00,1.36,4.57,4.84,0.82,2.06,4.11,2.13,5.7,2.92,1.28,4.74,-1.65,-3.05,-0.24,0.45,-0.41,1.51,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2025-11-27 03:30:00,1.36,4.58,4.84,0.81,2.05,4.22,2.16,5.79,2.94,1.31,4.79,-1.75,-3.17,-0.28,0.47,-0.4,1.56,0.0,0.0,0.0,0.0,0.0,0.0,5.35
2025-11-27 04:00:00,1.35,4.56,4.82,0.81,2.04,4.14,2.12,5.69,2.95,1.32,4.81,-1.67,-3.02,-0.3,0.49,-0.38,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.34
2025-11-27 04:30:00,1.34,4.53,4.8,0.8,2.03,3.88,2.02,5.34,2.94,1.32,4.8,-1.44,-2.61,-0.21,0.5,-0.36,1.65,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2025-11-27 05:00:00,1.34,4.5,4.77,0.8,2.02,3.5,1.91,4.76,2.94,1.32,4.78,-1.08,-1.99,-0.1,0.52,-0.35,1.69,0.0,0.0,0.0,0.0,0.0,0.0,5.27
2025-11-27 05:30:00,1.33,4.49,4.77,0.8,2.01,3.08,1.81,4.23,2.94,1.32,4.79,-0.67,-1.31,0.03,0.53,-0.34,1.73,0.0,0.0,0.0,0.0,0.0,0.0,5.25
2025-11-27 06:00:00,1.33,4.51,4.77,0.79,1.99,2.72,1.72,3.78,2.97,1.33,4.84,-0.3,-0.67,0.11,0.55,-0.34,1.77,0.0,0.0,0.0,0.0,0.0,0.0,5.26
2025-11-27 06:30:00,1.32,4.52,4.8,0.79,1.98,2.49,1.61,3.44,3.01,1.34,4.94,-0.04,-0.21,0.14,0.56,-0.33,1.8,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-27 07:00:00,1.31,4.47,4.75,0.78,1.97,2.41,1.53,3.32,2.99,1.34,4.94,0.0,0.0,0.0,0.58,-0.31,1.83,0.0,0.0,0.0,0.0,0.0,0.0,5.24
2025-11-27 07:30:00,1.31,4.52,4.8,0.78,1.95,2.45,1.55,3.36,3.04,1.38,5.02,0.0,0.0,0.0,0.59,-0.3,1.85,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-27 08:00:00,1.3,4.62,4.88,0.77,1.94,2.52,1.61,3.42,3.12,1.45,5.12,0.0,0.0,0.0,0.61,-0.29,1.88,0.0,0.0,0.0,0.0,0.0,0.0,5.36
2025-11-27 08:30:00,1.29,4.53,4.81,0.77,1.93,2.46,1.57,3.37,3.08,1.44,5.12,0.0,0.0,0.0,0.62,-0.28,1.91,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-27 09:00:00,1.29,4.58,4.86,0.76,1.92,2.13,1.32,2.94,3.14,1.46,5.15,0.0,0.0,0.0,0.63,-0.27,1.94,0.38,0.23,0.54,0.0,0.0,0.0,5.33
2025-11-27 09:30:00,1.28,4.64,4.94,0.76,1.9,1.38,0.76,2.04,3.22,1.5,5.32,0.0,0.0,0.0,0.65,-0.26,1.97,1.19,0.81,1.57,0.0,0.0,0.0,5.41
2025-11-27 10:00:00,1.28,4.59,4.86,0.75,1.89,0.14,-0.32,0.66,3.18,1.48,5.27,0.0,0.0,0.0,0.66,-0.25,1.99,2.38,1.69,3.13,0.0,0.0,0.0,5.34
2025-11-27 10:30:00,1.27,4.51,4.78,0.75,1.87,-1.56,-2.3,-0.94,3.13,1.48,5.18,0.0,0.0,0.0,0.67,-0.24,2.01,4.02,2.83,5.3,0.0,0.0,0.0,5.25
2025-11-27 11:00:00,1.26,4.48,4.75,0.74,1.86,-3.62,-4.9,-2.43,3.12,1.48,5.2,0.0,0.0,0.0,0.69,-0.24,2.04,6.05,4.17,7.98,0.0,0.0,0.0,5.21
2025-11-27 11:30:00,1.26,4.52,4.79,0.75,1.85,-5.82,-7.82,-3.88,3.15,1.52,5.25,0.0,0.0,0.0,0.7,-0.24,2.05,8.28,5.61,10.83,0.0,0.0,0.0,5.24
2025-11-27 12:00:00,1.26,4.58,4.85,0.74,1.84,-7.91,-10.44,-5.21,3.21,1.57,5.3,0.0,0.0,0.0,0.71,-0.23,2.07,10.41,6.93,13.67,0.0,0.0,0.0,5.3
2025-11-27 12:30:00,1.26,4.63,4.89,0.74,1.83,-9.63,-12.66,-6.35,3.25,1.61,5.36,0.0,0.0,0.0,0.72,-0.22,2.08,12.16,8.08,16.07,0.0,0.0,0.0,5.34
2025-11-27 13:00:00,1.25,4.64,4.92,0.75,1.83,-10.74,-14.23,-7.0,3.27,1.63,5.4,0.0,0.0,0.0,0.73,-0.21,2.11,13.28,8.79,17.71,0.0,0.0,0.0,5.36
2025-11-27 13:30:00,1.25,4.64,4.9,0.75,1.82,-11.1,-14.9,-7.19,3.27,1.63,5.38,0.0,0.0,0.0,0.74,-0.2,2.12,13.63,8.97,18.34,0.0,0.0,0.0,5.34
2025-11-27 14:00:00,1.25,4.64,4.9,0.75,1.81,-10.67,-14.47,-6.9,3.26,1.63,5.37,0.0,0.0,0.0,0.75,-0.18,2.12,13.18,8.57,17.92,0.0,0.0,0.0,5.32
2025-11-27 14:30:00,1.25,4.63,4.89,0.75,1.81,-9.51,-13.15,-6.18,3.27,1.63,5.36,0.0,0.0,0.0,0.76,-0.17,2.13,12.01,7.79,16.47,0.0,0.0,0.0,5.32
2025-11-27 15:00:00,1.25,4.66,4.92,0.75,1.8,-7.81,-10.89,-5.02,3.28,1.65,5.38,0.0,0.0,0.0,0.77,-0.16,2.14,10.32,6.69,14.16,0.0,0.0,0.0,5.33
2025-11-27 15:30:00,1.24,4.69,4.96,0.75,1.79,-5.79,-8.11,-3.64,3.32,1.7,5.44,0.0,0.0,0.0,0.78,-0.15,2.14,8.33,5.27,11.45,0.0,0.0,0.0,5.37
2025-11-27 16:00:00,1.24,4.73,4.99,0.75,1.78,-3.71,-5.4,-2.22,3.35,1.73,5.49,0.0,0.0,0.0,0.79,-0.14,2.15,6.27,3.88,8.61,0.0,0.0,0.0,5.4
2025-11-27 16:30:00,1.24,4.74,5.01,0.75,1.77,-1.79,-2.91,-0.91,3.37,1.76,5.52,0.0,0.0,0.0,0.8,-0.13,2.16,4.36,2.59,6.08,0.0,0.0,0.0,5.42
2025-11-27 17:00:00,1.24,4.77,5.03,0.75,1.77,-0.19,-0.77,0.23,3.38,1.78,5.51,0.0,0.0,0.0,0.81,-0.11,2.17,2.76,1.58,3.97,0.0,0.0,0.0,5.42
2025-11-27 17:30:00,1.24,4.76,5.03,0.75,1.76,1.01,0.7,1.4,3.39,1.79,5.52,0.0,0.0,0.0,0.82,-0.1,2.18,1.56,0.85,2.33,0.0,0.0,0.0,5.42
2025-11-27 18:00:00,1.23,4.74,5.02,0.75,1.75,1.8,1.27,2.4,3.38,1.78,5.51,0.0,0.0,0.0,0.83,-0.09,2.18,0.75,0.37,1.19,0.0,0.0,0.0,5.4
2025-11-27 18:30:00,1.23,4.7,4.97,0.75,1.74,2.25,1.51,3.0,3.34,1.79,5.44,0.0,0.0,0.0,0.83,-0.08,2.18,0.25,0.1,0.42,0.0,0.0,0.0,5.34
2025-11-27 19:00:00,1.23,4.64,4.91,0.75,1.73,2.44,1.59,3.28,3.29,1.76,5.32,0.0,0.0,0.0,0.84,-0.07,2.18,0.0,0.0,0.0,0.0,0.0,0.0,5.26
2025-11-27 19:30:00,1.23,4.69,4.95,0.75,1.72,2.49,1.61,3.35,3.34,1.79,5.44,0.0,0.0,0.0,0.85,-0.07,2.18,0.0,0.0,0.0,0.0,0.0,0.0,5.33
2025-11-27 20:00:00,1.22,4.69,4.95,0.76,1.71,2.49,1.61,3.35,3.34,1.8,5.41,0.0,0.0,0.0,0.86,-0.06,2.18,0.0,0.0,0.0,0.0,0.0,0.0,5.31
2025-11-27 20:30:00,1.22,4.69,4.96,0.76,1.71,2.47,1.6,3.33,3.34,1.81,5.37,0.0,0.0,0.0,0.86,-0.04,2.17,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2025-11-27 21:00:00,1.22,4.69,4.97,0.76,1.71,2.48,1.61,3.34,3.35,1.83,5.36,0.0,0.0,0.0,0.87,-0.03,2.17,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2025-11-27 21:30:00,1.21,4.71,4.97,0.76,1.7,2.49,1.61,3.36,3.37,1.85,5.35,0.0,0.0,0.0,0.88,-0.01,2.16,0.0,0.0,0.0,0.0,0.0,0.0,5.31
2025-11-27 22:00:00,1.21,4.71,4.98,0.76,1.69,2.5,1.61,3.37,3.38,1.85,5.35,0.0,0.0,0.0,0.88,0.01,2.15,0.0,0.0,0.0,0.0,0.0,0.0,5.31
2025-11-27 22:30:00,1.21,4.69,4.97,0.76,1.69,2.49,1.59,3.36,3.38,1.85,5.34,0.0,0.0,0.0,0.89,0.02,2.13,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-27 23:00:00,1.2,4.67,4.93,0.76,1.68,2.46,1.57,3.31,3.36,1.85,5.28,0.0,0.0,0.0,0.9,0.02,2.11,0.0,0.0,0.0,0.0,0.0,0.0,5.25
2025-11-27 23:30:00,1.2,4.66,4.94,0.77,1.68,2.45,1.6,3.29,3.35,1.88,5.24,0.0,0.0,0.0,0.9,0.02,2.1,0.0,0.0,0.0,0.0,0.0,0.0,5.23
2025-11-28 00:00:00,1.2,4.72,4.99,0.77,1.67,2.49,1.66,3.32,3.41,1.9,5.33,0.02,-0.14,0.16,0.91,0.03,2.09,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-28 00:30:00,1.2,4.73,5.0,0.77,1.67,2.61,1.73,3.44,3.43,1.92,5.35,-0.09,-0.41,0.19,0.91,0.05,2.07,0.0,0.0,0.0,0.0,0.0,0.0,5.29
2025-11-28 01:00:00,1.19,4.7,4.97,0.77,1.66,2.83,1.82,3.7,3.41,1.91,5.3,-0.34,-0.88,0.17,0.92,0.07,2.05,0.0,0.0,0.0,0.0,0.0,0.0,5.26
2025-11-28 01:30:00,1.19,4.67,4.93,0.77,1.65,3.14,1.91,4.21,3.38,1.9,5.22,-0.68,-1.49,0.07,0.92,0.09,2.04,0.0,0.0,0.0,0.0,0.0,0.0,5.22
2025-11-28 02:00:00,1.19,4.65,4.92,0.78,1.65,3.51,2.0,4.79,3.37,1.91,5.18,-1.06,-2.13,-0.06,0.93,0.09,2.03,0.0,0.0,0.0,0.0,0.0,0.0,5.19
2025-11-28 02:30:00,1.18,4.67,4.93,0.78,1.64,3.85,2.09,5.31,3.38,1.93,5.17,-1.4,-2.7,-0.19,0.93,0.11,2.01,0.0,0.0,0.0,0.0,0.0,0.0,5.19
2025-11-28 03:00:00,1.18,4.67,4.94,0.78,1.63,4.11,2.13,5.7,3.4,1.95,5.17,-1.65,-3.05,-0.24,0.94,0.12,1.99,0.0,0.0,0.0,0.0,0.0,0.0,5.2
2025-11-28 03:30:00,1.18,4.7,4.96,0.78,1.63,4.22,2.16,5.79,3.41,1.97,5.17,-1.75,-3.17,-0.28,0.94,0.14,1.97,0.0,0.0,0.0,0.0,0.0,0.0,5.21
2025-11-28 04:00:00,1.18,4.7,4.96,0.79,1.62,4.14,2.12,5.69,3.41,1.98,5.13,-1.67,-3.02,-0.3,0.95,0.16,1.94,0.0,0.0,0.0,0.0,0.0,0.0,5.2
2025-11-28 04:30:00,1.18,4.67,4.94,0.79,1.61,3.88,2.02,5.34,3.39,1.98,5.1,-1.44,-2.61,-0.21,0.95,0.18,1.92,0.0,0.0,0.0,0.0,0.0,0.0,5.17
2025-11-28 05:00:00,1.18,4.65,4.91,0.8,1.6,3.5,1.91,4.76,3.37,1.99,5.06,-1.08,-1.99,-0.1,0.95,0.2,1.91,0.0,0.0,0.0,0.0,0.0,0.0,5.14
2025-11-28 05:30:00,1.17,4.65,4.92,0.8,1.6,3.08,1.81,4.23,3.37,2.01,5.01,-0.67,-1.31,0.03,0.96,0.21,1.89,0.0,0.0,0.0,0.0,0.0,0.0,5.13
