ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,night_hours,night_hours_lower,night_hours_upper,weekly,weekly_lower,weekly_upper,work_hours,work_hours_lower,work_hours_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-11-30 11:30:00,1.67,3.82,5.54,1.24,2.24,-5.65,-9.25,-3.43,1.85,1.2,2.63,0.0,0.0,0.0,-0.5,-1.3,0.22,8.0,4.77,12.8,0.0,0.0,0.0,4.76
2025-11-30 12:00:00,1.68,3.83,5.66,1.24,2.25,-7.58,-12.16,-4.57,1.88,1.23,2.67,0.0,0.0,0.0,-0.51,-1.31,0.21,9.97,5.92,15.79,0.0,0.0,0.0,4.83
2025-11-30 12:30:00,1.69,3.84,5.78,1.24,2.26,-9.15,-14.48,-5.43,1.9,1.25,2.71,0.0,0.0,0.0,-0.52,-1.31,0.2,11.57,6.82,18.14,0.0,0.0,0.0,4.89
2025-11-30 13:00:00,1.69,3.81,5.87,1.24,2.27,-10.13,-15.83,-5.96,1.91,1.25,2.73,0.0,0.0,0.0,-0.52,-1.32,0.19,12.56,7.38,19.49,0.0,0.0,0.0,4.91
2025-11-30 13:30:00,1.7,3.77,5.91,1.24,2.28,-10.4,-16.05,-6.1,1.89,1.22,2.74,0.0,0.0,0.0,-0.53,-1.32,0.19,12.82,7.5,19.54,0.0,0.0,0.0,4.9
2025-11-30 14:00:00,1.7,3.71,5.95,1.24,2.29,-9.93,-14.95,-5.82,1.87,1.19,2.73,0.0,0.0,0.0,-0.54,-1.33,0.18,12.33,7.2,18.42,0.0,0.0,0.0,4.88
2025-11-30 14:30:00,1.71,3.66,6.04,1.24,2.3,-8.8,-12.88,-5.11,1.86,1.17,2.71,0.0,0.0,0.0,-0.54,-1.33,0.18,11.2,6.5,16.33,0.0,0.0,0.0,4.88
2025-11-30 15:00:00,1.71,3.62,6.11,1.24,2.3,-7.18,-10.22,-4.14,1.86,1.16,2.73,0.0,0.0,0.0,-0.54,-1.34,0.17,9.58,5.54,13.75,0.0,0.0,0.0,4.9
2025-11-30 15:30:00,1.72,3.64,6.19,1.24,2.31,-5.28,-7.38,-3.03,1.87,1.17,2.74,0.0,0.0,0.0,-0.55,-1.34,0.17,7.71,4.45,10.82,0.0,0.0,0.0,4.94
2025-11-30 16:00:00,1.72,3.61,6.3,1.24,2.33,-3.34,-4.69,-1.87,1.89,1.17,2.78,0.0,0.0,0.0,-0.55,-1.34,0.17,5.79,3.34,8.0,0.0,0.0,0.0,4.99
2025-11-30 16:30:00,1.73,3.62,6.43,1.24,2.34,-1.56,-2.26,-0.8,1.91,1.17,2.81,0.0,0.0,0.0,-0.55,-1.35,0.16,4.02,2.31,5.56,0.0,0.0,0.0,5.03
2025-11-30 17:00:00,1.74,3.58,6.52,1.23,2.35,-0.08,-0.46,0.29,1.91,1.16,2.83,0.0,0.0,0.0,-0.56,-1.35,0.17,2.55,1.44,3.55,0.0,0.0,0.0,5.05
2025-11-30 17:30:00,1.74,3.56,6.55,1.23,2.36,1.02,0.58,1.73,1.9,1.14,2.83,0.0,0.0,0.0,-0.56,-1.36,0.16,1.44,0.79,2.0,0.0,0.0,0.0,5.05
2025-11-30 18:00:00,1.75,3.51,6.62,1.23,2.37,1.74,1.04,2.71,1.88,1.12,2.81,0.0,0.0,0.0,-0.56,-1.36,0.15,0.7,0.37,1.0,0.0,0.0,0.0,5.03
2025-11-30 18:30:00,1.75,3.4,6.58,1.23,2.38,2.15,1.27,3.2,1.83,1.05,2.78,0.0,0.0,0.0,-0.56,-1.37,0.15,0.24,0.11,0.38,0.0,0.0,0.0,4.97
2025-11-30 19:00:00,1.76,3.29,6.56,1.23,2.39,2.33,1.36,3.4,1.77,0.98,2.69,0.0,0.0,0.0,-0.56,-1.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.87
2025-11-30 19:30:00,1.76,3.32,6.74,1.22,2.4,2.38,1.39,3.43,1.82,1.01,2.76,0.0,0.0,0.0,-0.56,-1.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.97
2025-11-30 20:00:00,1.77,3.3,6.75,1.21,2.4,2.37,1.39,3.44,1.81,1.0,2.76,0.0,0.0,0.0,-0.56,-1.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 20:30:00,1.78,3.22,6.87,1.21,2.41,2.36,1.39,3.44,1.8,0.98,2.77,0.0,0.0,0.0,-0.56,-1.4,0.13,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 21:00:00,1.78,3.22,6.92,1.21,2.42,2.36,1.39,3.46,1.81,0.98,2.8,0.0,0.0,0.0,-0.56,-1.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2025-11-30 21:30:00,1.79,3.2,7.06,1.21,2.43,2.37,1.39,3.48,1.82,0.97,2.83,0.0,0.0,0.0,-0.56,-1.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.04
2025-11-30 22:00:00,1.79,3.17,7.17,1.21,2.45,2.38,1.39,3.49,1.82,0.96,2.84,0.0,0.0,0.0,-0.55,-1.41,0.13,0.0,0.0,0.0,0.0,0.0,0.0,5.06
